Id2,Geography, SEX AND AGE - Total population, SEX AND AGE - Total population - Male, SEX AND AGE - Total population - Female, SEX AND AGE - Median age (years), SEX AND AGE - Under 18 years, SEX AND AGE - Under 18 years - Male, SEX AND AGE - Under 18 years - Female, SEX AND AGE - 18 years and over, SEX AND AGE - 18 years and over - Male, SEX AND AGE - 18 years and over - Female, SEX AND AGE - 18 to 34 years, SEX AND AGE - 18 to 34 years - Male, SEX AND AGE - 18 to 34 years - Female, SEX AND AGE - 35 to 64 years, SEX AND AGE - 35 to 64 years - Male, SEX AND AGE - 35 to 64 years - Female, SEX AND AGE - 65 years and over, SEX AND AGE - 65 years and over - Male, SEX AND AGE - 65 years and over - Female, MARITAL STATUS - Male 15 years and over - Never married, RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over, RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state, RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad,"Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Male","Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Female", POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED - All people,YEAR
12580,"Baltimore-Towson, MD Metro Area",2753149,48.1,51.9,38.2,619227,50.8,49.2,2133922,47.4,52.6,653628,49.4,50.6,1114266,47.8,52.2,366028,42.3,57.7,37.1,1666084,2.1,0.6,75563,56943,11.3,2012
12940,"Baton Rouge, LA Metro Area",815298,49.0,51.0,34.3,197093,51.4,48.6,618205,48.3,51.7,217480,49.9,50.1,306114,48.7,51.3,94611,43.1,56.9,39.1,459724,1.7,0.3,63775,40524,18.7,2012
13820,"Birmingham-Hoover, AL Metro Area",1136650,48.1,51.9,38.1,268715,50.9,49.1,867935,47.2,52.8,255414,49.0,51.0,456385,48.1,51.9,156136,41.9,58.1,31.9,690925,1.7,0.4,65480,41649,16.8,2012
14260,"Boise City-Nampa, ID Metro Area",635964,50.1,49.9,34.9,172064,51.5,48.5,463900,49.6,50.4,146639,50.6,49.4,242180,50.4,49.6,75081,45.4,54.6,30.3,362174,3.5,0.2,55203,40701,15.4,2012
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4640802,48.5,51.5,38.8,976439,51.0,49.0,3664363,47.8,52.2,1132471,49.6,50.4,1895231,48.6,51.4,636661,42.4,57.6,38.8,2842554,2.6,1.0,85700,62457,10.7,2012
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",933835,48.7,51.3,39.8,224945,51.2,48.8,708890,48.0,52.0,186622,50.7,49.3,391592,48.5,51.5,130676,42.5,57.5,35.0,578267,2.7,1.2,124784,70943,8.9,2012
15380,"Buffalo-Niagara Falls, NY Metro Area",1134210,48.4,51.6,41.0,237345,51.3,48.7,896865,47.7,52.3,257552,50.4,49.6,456056,48.7,51.3,183257,41.4,58.6,39.1,704149,0.8,0.3,61390,45172,14.2,2012
15980,"Cape Coral-Fort Myers, FL Metro Area",645293,49.1,50.9,46.5,123422,51.4,48.6,521871,48.6,51.4,116862,50.9,49.1,243900,48.1,51.9,161109,47.6,52.4,28.0,438440,5.1,0.5,57259,40468,15.3,2012
16700,"Charleston-North Charleston-Summerville, SC Metro Area",697439,48.9,51.1,35.7,158973,50.6,49.4,538466,48.4,51.6,182368,50.2,49.8,269579,48.7,51.3,86519,43.6,56.4,37.4,407393,4.7,0.4,61217,42717,15.2,2012
16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1831084,48.5,51.5,35.9,466924,51.1,48.9,1364160,47.6,52.4,423498,49.0,51.0,744360,48.3,51.7,196302,42.1,57.9,35.1,1073092,3.4,0.4,70684,47689,15.1,2012
16860,"Chattanooga, TN-GA Metro Area",539094,48.5,51.5,39.5,118547,52.0,48.0,420547,47.5,52.5,118195,49.1,50.9,218758,48.8,51.2,83594,41.8,58.2,31.7,337485,4.2,0.2,57667,38820,15.8,2012
16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",9522446,48.9,51.1,36.2,2328480,51.0,49.0,7193966,48.2,51.8,2270786,50.3,49.7,3776234,48.8,51.2,1146946,42.3,57.7,39.6,5606134,1.8,0.6,72636,53279,14.5,2012
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2146560,48.8,51.2,37.6,524660,51.2,48.8,1621900,48.1,51.9,484235,49.6,50.4,862211,48.9,51.1,275454,42.9,57.1,34.3,1277741,2.1,0.3,65662,46627,14.9,2012
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2063535,48.1,51.9,41.2,462333,51.1,48.9,1601202,47.3,52.7,422744,49.5,50.5,850600,48.3,51.7,327858,41.8,58.2,36.4,1300996,1.4,0.5,66850,46064,15.6,2012
17820,"Colorado Springs, CO Metro Area",668353,50.1,49.9,34.4,168311,51.3,48.7,500042,49.7,50.3,170667,53.3,46.7,256635,48.7,51.3,72740,44.5,55.5,33.2,375238,6.4,1.7,59649,43254,12.8,2012
17900,"Columbia, SC Metro Area",785641,48.9,51.1,36.1,182115,51.5,48.5,603526,48.1,51.9,199641,50.8,49.2,307438,47.9,52.1,96447,42.9,57.1,38.0,456997,4.5,0.4,54588,42715,16.3,2012
18140,"Columbus, OH Metro Area",1878714,49.2,50.8,35.4,458107,51.5,48.5,1420607,48.5,51.5,470059,49.9,50.1,739812,49.1,50.9,210736,42.9,57.1,36.5,1086737,2.2,0.5,65757,47706,15.1,2012
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6647496,49.4,50.6,34.0,1815627,51.1,48.9,4831869,48.7,51.3,1608815,50.0,50.0,2596877,49.1,50.9,626177,43.4,56.6,34.5,3718887,2.0,0.8,66506,47652,15.0,2012
19380,"Dayton, OH Metro Area",842858,48.5,51.5,39.5,189130,51.2,48.8,653728,47.7,52.3,192625,49.9,50.1,328495,48.5,51.5,132608,42.5,57.5,34.4,513248,2.4,0.6,59952,42556,16.9,2012
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",496950,48.7,51.3,46.0,91182,50.8,49.2,405768,48.2,51.8,97170,51.8,48.2,198345,48.3,51.7,110253,44.9,55.1,31.2,333719,4.1,0.4,50502,36637,19.8,2012
19740,"Denver-Aurora-Broomfield, CO Metro Area",2645209,49.8,50.2,36.0,645127,51.1,48.9,2000082,49.4,50.6,636463,50.9,49.1,1076992,49.9,50.1,286627,44.0,56.0,35.4,1570837,3.6,0.6,72153,52607,12.7,2012
19780,"Des Moines-West Des Moines, IA Metro Area",588999,49.2,50.8,35.2,152660,51.7,48.3,436339,48.4,51.6,140019,49.4,50.6,228156,49.5,50.5,68164,42.7,57.3,29.4,341496,2.4,0.3,65240,49137,12.3,2012
19820,"Detroit-Warren-Livonia, MI Metro Area",4292060,48.5,51.5,39.8,1005584,51.2,48.8,3286476,47.7,52.3,897892,49.7,50.3,1790596,48.4,51.6,597988,42.3,57.7,37.2,2648429,1.0,0.5,70165,47927,17.4,2012
20500,"Durham-Chapel Hill, NC Metro Area",522826,47.7,52.3,35.7,113663,50.6,49.4,409163,46.9,53.1,143263,47.9,52.1,201491,47.5,52.5,64409,42.6,57.4,39.4,306041,3.6,1.3,67140,55228,17.9,2012
21340,"El Paso, TX Metro Area",827398,48.8,51.2,31.1,242379,50.7,49.3,585019,48.0,52.0,211951,51.6,48.4,285465,47.2,52.8,87603,42.2,57.8,34.2,427236,3.0,1.6,50091,35543,24.0,2012
23420,"Fresno, CA Metro Area",947895,49.9,50.1,31.0,277931,51.1,48.9,669964,49.5,50.5,246355,51.2,48.8,323279,49.8,50.2,100330,44.2,55.8,43.2,489219,0.8,0.3,53164,44461,28.4,2012
24340,"Grand Rapids-Wyoming, MI Metro Area",785352,49.6,50.4,35.7,199078,51.2,48.8,586274,49.1,50.9,185527,50.4,49.6,303862,49.9,50.1,96885,43.8,56.2,35.7,453078,1.1,0.5,60752,42910,16.5,2012
24660,"Greensboro-High Point, NC Metro Area",736065,47.9,52.1,38.1,169649,50.5,49.5,566416,47.1,52.9,168038,47.8,52.2,295026,48.3,51.7,103352,42.3,57.7,33.8,444449,1.9,0.5,55102,39348,18.1,2012
24860,"Greenville-Mauldin-Easley, SC Metro Area",653498,48.7,51.3,37.2,150626,51.0,49.0,502872,48.0,52.0,156902,50.0,50.0,255092,48.6,51.4,90878,42.7,57.3,34.3,387154,3.0,0.5,63477,40784,17.7,2012
25420,"Harrisburg-Carlisle, PA Metro Area",553980,49.1,50.9,40.6,119992,51.9,48.1,433988,48.3,51.7,123152,50.6,49.4,225889,49.2,50.8,84947,42.5,57.5,33.6,346020,1.7,0.5,61248,44715,12.4,2012
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1214400,48.6,51.4,40.6,260668,50.5,49.5,953732,48.1,51.9,268285,51.0,49.0,502858,48.6,51.4,182589,42.3,57.7,37.7,758480,1.8,0.6,78984,57347,10.9,2012
26180,"Honolulu, HI Metro Area",976372,50.4,49.6,37.2,210322,51.1,48.9,766050,50.2,49.8,250111,54.6,45.4,368628,50.0,50.0,147311,43.5,56.5,38.5,584276,4.2,1.8,56703,47595,10.3,2012
26420,"Houston-Sugar Land-Baytown, TX Metro Area",6204161,49.7,50.3,33.5,1699463,51.0,49.0,4504698,49.2,50.8,1534235,50.8,49.2,2398590,49.4,50.6,571873,44.3,55.7,35.9,3446020,1.7,0.8,69851,48541,16.4,2012
26900,"Indianapolis-Carmel, IN Metro Area",1798786,48.7,51.3,35.7,464861,51.0,49.0,1333925,47.9,52.1,417159,49.3,50.7,712369,48.7,51.3,204397,42.6,57.4,34.1,1044574,2.0,0.4,64441,46358,14.4,2012
27140,"Jackson, MS Metro Area",548945,47.2,52.8,35.0,140590,50.1,49.9,408355,46.3,53.7,133989,47.4,52.6,209008,47.2,52.8,65358,40.9,59.1,38.3,312435,1.6,0.2,63066,40201,22.2,2012
27260,"Jacksonville, FL Metro Area",1377850,48.7,51.3,37.8,319836,51.1,48.9,1058014,47.9,52.1,320415,49.9,50.1,557509,48.3,51.7,180090,43.5,56.5,34.5,828933,3.1,0.7,61962,43125,15.7,2012
28140,"Kansas City, MO-KS Metro Area",2064296,49.0,51.0,37.0,518572,51.2,48.8,1545724,48.3,51.7,461231,50.0,50.0,823167,49.0,51.0,261326,43.2,56.8,31.5,1230290,3.3,0.4,67256,45309,12.9,2012
28940,"Knoxville, TN Metro Area",709492,48.4,51.6,39.6,152083,50.9,49.1,557409,47.7,52.3,164473,50.0,50.0,282782,48.2,51.8,110154,43.1,56.9,31.2,438893,2.3,0.3,60717,40969,16.5,2012
29460,"Lakeland-Winter Haven, FL Metro Area",616158,49.0,51.0,40.2,141826,51.1,48.9,474332,48.4,51.6,129477,50.1,49.9,228750,48.8,51.2,116105,45.5,54.5,33.4,381058,2.5,0.6,50020,37698,17.9,2012
29540,"Lancaster, PA Metro Area",526823,48.9,51.1,38.5,128067,51.1,48.9,398756,48.2,51.8,115501,49.7,50.3,200995,49.2,50.8,82260,43.5,56.5,31.5,314775,0.8,0.3,57861,41807,11.8,2012
29820,"Las Vegas-Paradise, NV Metro Area",2000759,50.3,49.7,36.0,490544,51.1,48.9,1510215,50.0,50.0,479937,51.1,48.9,784542,50.3,49.7,245736,46.8,53.2,37.5,1179757,4.6,0.6,55408,43795,16.4,2012
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",715210,48.7,51.3,35.9,173447,51.8,48.2,541763,47.7,52.3,175668,49.5,50.5,274823,48.1,51.9,91272,43.1,56.9,33.7,416736,2.1,0.3,55535,41011,15.1,2012
31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",13052921,49.3,50.7,35.5,3094884,51.1,48.9,9958037,48.8,51.2,3332300,51.0,49.0,5099801,49.1,50.9,1525936,43.1,56.9,43.3,7570729,1.1,0.6,66435,52356,17.6,2012
31140,"Louisville/Jefferson County, KY-IN Metro Area",1302457,48.7,51.3,38.5,306733,51.2,48.8,995724,48.0,52.0,287884,49.7,50.3,532192,48.9,51.1,175648,42.4,57.6,34.0,794685,2.5,0.4,59024,42567,16.1,2012
31540,"Madison, WI Metro Area",583869,49.9,50.1,35.4,125323,51.7,48.3,458546,49.3,50.7,162875,51.1,48.9,228337,49.7,50.3,67334,43.9,56.1,38.5,339957,3.3,0.8,63792,48815,12.7,2012
32580,"McAllen-Edinburg-Mission, TX Metro Area",806552,48.9,51.1,28.6,275241,50.9,49.1,531311,47.8,52.2,197056,49.8,50.2,255202,47.1,52.9,79053,45.1,54.9,35.6,388368,0.9,1.1,42864,34245,34.5,2012
32820,"Memphis, TN-MS-AR Metro Area",1333315,48.1,51.9,35.2,347548,51.2,48.8,985767,47.0,53.0,315361,48.9,51.1,521959,47.3,52.7,148447,41.7,58.3,39.2,762183,3.0,0.4,60019,41834,19.9,2012
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5762717,48.5,51.5,40.2,1210333,51.1,48.9,4552384,47.8,52.2,1277262,50.2,49.8,2332540,48.6,51.4,942582,42.8,57.2,38.4,3645559,1.9,1.3,59944,43157,17.5,2012
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1566981,48.6,51.4,37.1,379205,50.7,49.3,1187776,47.9,52.1,364851,49.8,50.2,617410,48.8,51.2,205515,42.1,57.9,37.4,928841,1.4,0.3,64926,48586,15.9,2012
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3353724,49.5,50.5,36.3,821521,51.2,48.8,2532203,48.9,51.1,794558,50.2,49.8,1354061,49.7,50.3,383584,43.6,56.4,35.6,1984005,2.1,0.6,74324,53936,10.7,2012
33700,"Modesto, CA Metro Area",521726,49.3,50.7,33.3,145866,51.0,49.0,375860,48.6,51.4,125428,50.7,49.3,191169,49.0,51.0,59263,43.0,57.0,36.6,284748,0.9,0.2,55496,43977,20.3,2012
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1645638,48.8,51.2,36.0,394627,51.1,48.9,1251011,48.1,51.9,406198,49.3,50.7,655942,48.8,51.2,188871,43.2,56.8,34.5,966496,3.1,0.5,64195,43975,14.3,2012
35300,"New Haven-Milford, CT Metro Area",862813,48.3,51.7,39.7,186518,51.2,48.8,676295,47.4,52.6,197992,49.5,50.5,349163,48.3,51.7,129140,42.0,58.0,39.6,531661,2.0,0.7,73019,55224,13.5,2012
35380,"New Orleans-Metairie-Kenner, LA Metro Area",1205374,48.6,51.4,37.2,277499,51.0,49.0,927875,47.9,52.1,291350,49.5,50.5,481843,48.5,51.5,154682,43.1,56.9,40.3,721792,2.8,0.4,63920,42544,19.4,2012
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",19160024,48.2,51.8,37.8,4279149,51.0,49.0,14880875,47.4,52.6,4568931,49.8,50.2,7702461,48.1,51.9,2609483,41.3,58.7,41.0,11672885,1.3,0.9,82036,60257,14.8,2012
35840,"North Port-Bradenton-Sarasota, FL Metro Area",720042,47.9,52.1,50.3,126350,50.5,49.5,593692,47.3,52.7,112636,49.9,50.1,273511,47.6,52.4,207545,45.7,54.3,26.2,514138,3.9,0.6,58846,41842,13.8,2012
36260,"Ogden-Clearfield, UT Metro Area",562356,50.2,49.8,30.7,180322,51.3,48.7,382034,49.6,50.4,138777,50.6,49.4,189204,50.2,49.8,54053,45.2,54.8,29.0,287756,2.4,0.4,59816,41099,10.2,2012
36420,"Oklahoma City, OK Metro Area",1296565,49.3,50.7,34.7,321959,51.3,48.7,974606,48.7,51.3,331213,50.8,49.2,483813,49.0,51.0,159580,43.2,56.8,32.9,736203,2.6,0.5,60358,39974,16.2,2012
36540,"Omaha-Council Bluffs, NE-IA Metro Area",886348,49.4,50.6,34.9,231345,51.0,49.0,655003,48.8,51.2,213089,50.5,49.5,338638,49.3,50.7,103276,43.4,56.6,35.5,507341,2.6,0.5,60018,44295,13.0,2012
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2223674,49.0,51.0,36.4,507270,51.2,48.8,1716404,48.4,51.6,558975,50.1,49.9,867793,48.6,51.4,289636,44.3,55.7,38.8,1310661,2.8,0.9,56178,41224,16.9,2012
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",835981,49.7,50.3,36.5,208364,51.1,48.9,627617,49.2,50.8,192318,51.9,48.1,329858,49.3,50.7,105441,44.1,55.9,36.2,488406,1.0,0.6,74042,52852,11.5,2012
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",547307,48.9,51.1,46.3,104243,51.2,48.8,443064,48.4,51.6,100653,52.3,47.7,224392,48.2,51.8,118019,45.4,54.6,30.6,370532,2.9,0.9,61161,42616,14.7,2012
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6018800,48.3,51.7,38.3,1371231,51.0,49.0,4647569,47.5,52.5,1406075,49.6,50.4,2407259,48.2,51.8,834235,41.9,58.1,39.8,3631163,2.0,0.5,76488,54502,13.4,2012
38060,"Phoenix-Mesa-Glendale, AZ Metro Area",4329534,49.7,50.3,35.4,1110211,51.1,48.9,3219323,49.3,50.7,1030644,51.4,48.6,1615972,49.4,50.6,572707,45.2,54.8,37.5,2493635,3.4,0.7,61587,45403,17.4,2012
38300,"Pittsburgh, PA Metro Area",2360733,48.5,51.5,42.8,463409,51.0,49.0,1897324,47.8,52.2,504766,50.6,49.4,974528,49.0,51.0,418030,41.8,58.2,35.0,1532835,1.7,0.3,66305,45521,12.1,2012
38860,"Portland-South Portland-Biddeford, ME Metro Area",518117,48.8,51.2,42.8,105104,52.2,47.8,413013,47.9,52.1,103698,50.1,49.9,226689,48.5,51.5,82626,43.4,56.6,31.1,339556,2.3,0.5,61623,46492,11.6,2012
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2289651,49.5,50.5,37.4,528654,51.8,48.2,1760997,48.9,51.1,538716,50.3,49.7,940766,49.5,50.5,281515,44.0,56.0,35.1,1399547,3.4,0.5,67801,50016,14.0,2012
39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",671834,49.7,50.3,38.9,161131,50.7,49.3,510703,49.4,50.6,145599,52.6,47.4,278060,49.6,50.4,87044,43.6,56.4,36.7,401523,1.5,0.5,70993,52834,11.1,2012
39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",1601374,48.3,51.7,40.0,336329,51.1,48.9,1265045,47.6,52.4,369549,49.8,50.2,654075,48.5,51.5,241421,41.9,58.1,38.7,991557,2.6,0.5,64751,50495,13.6,2012
39340,"Provo-Orem, UT Metro Area",550461,50.3,49.7,24.6,191716,51.5,48.5,358745,49.6,50.4,174934,50.1,49.9,145739,50.2,49.8,38072,44.9,55.1,34.1,226697,4.4,1.0,61900,37592,14.3,2012
39580,"Raleigh-Cary, NC Metro Area",1188564,48.7,51.3,35.5,305331,50.7,49.3,883233,48.0,52.0,279492,49.7,50.3,487164,48.4,51.6,116577,42.8,57.2,34.2,689834,3.0,0.7,70522,49421,12.7,2012
40060,"Richmond, VA Metro Area",1280678,48.4,51.6,38.2,291373,51.3,48.7,989305,47.5,52.5,295834,49.9,50.1,526858,48.0,52.0,166613,41.8,58.2,36.4,774946,2.3,0.4,65024,48317,11.9,2012
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4350096,49.8,50.2,33.1,1207485,51.0,49.0,3142611,49.3,50.7,1073964,51.2,48.8,1588440,49.4,50.6,480207,44.8,55.2,38.7,2359230,1.3,0.5,55686,45022,19.0,2012
40380,"Rochester, NY Metro Area",1056940,48.7,51.3,39.6,227921,51.0,49.0,829019,48.1,51.9,246559,50.4,49.6,423972,48.6,51.4,158488,43.1,56.9,38.4,644319,1.5,0.6,60761,44240,14.4,2012
40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2196482,49.1,50.9,36.4,529870,51.2,48.8,1666612,48.4,51.6,526731,50.6,49.4,854059,48.6,51.4,285822,43.7,56.3,37.0,1286298,1.2,0.6,67120,53532,16.9,2012
41180,"St. Louis, MO-IL Metro Area",2819381,48.4,51.6,38.6,655349,51.2,48.8,2164032,47.6,52.4,633824,49.4,50.6,1132749,48.4,51.6,397459,42.3,57.7,34.7,1716730,2.0,0.4,67941,44687,14.3,2012
41620,"Salt Lake City, UT Metro Area",1161715,50.3,49.7,31.4,338174,51.1,48.9,823541,50.0,50.0,310028,51.0,49.0,409426,50.6,49.4,104087,44.6,55.4,34.5,611496,3.1,0.7,61795,43839,12.7,2012
41700,"San Antonio-New Braunfels, TX Metro Area",2234003,49.3,50.7,34.4,582658,51.2,48.8,1651345,48.6,51.4,552256,51.1,48.9,840320,48.4,51.6,258769,43.7,56.3,35.8,1254549,2.1,0.7,56610,42186,17.3,2012
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",3177063,50.3,49.7,34.9,726270,51.2,48.8,2450793,50.0,50.0,866763,53.2,46.8,1204194,49.6,50.4,379836,43.8,56.2,40.4,1820435,2.2,0.9,67661,50699,15.0,2012
41860,"San Francisco-Oakland-Fremont, CA Metro Area",4455560,49.3,50.7,38.5,927905,51.1,48.9,3527655,48.9,51.1,1063315,50.6,49.4,1872161,49.6,50.4,592179,43.5,56.5,39.8,2807922,1.6,1.0,90990,70348,11.9,2012
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1894388,50.3,49.7,36.6,450121,51.2,48.8,1444267,50.0,50.0,451880,52.1,47.9,773010,50.4,49.6,219377,44.1,55.9,36.5,1136689,1.5,1.5,97374,72329,10.8,2012
42540,"Scranton--Wilkes-Barre, PA Metro Area",563629,48.9,51.1,42.8,112402,51.7,48.3,451227,48.2,51.8,120253,51.9,48.1,228456,49.2,50.8,102518,41.4,58.6,36.6,363417,1.8,0.2,56496,39151,15.5,2012
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3552157,49.8,50.2,37.0,793224,51.2,48.8,2758933,49.5,50.5,879915,51.1,48.9,1468367,50.1,49.9,410651,43.9,56.1,36.2,2154250,3.4,1.0,76611,56013,11.7,2012
44140,"Springfield, MA Metro Area",697258,47.9,52.1,39.1,145900,51.4,48.6,551358,47.0,53.0,171875,48.5,51.5,275996,47.9,52.1,103487,41.9,58.1,39.9,417983,2.2,1.1,66075,49195,17.2,2012
44700,"Stockton, CA Metro Area",702612,49.7,50.3,33.0,201750,51.2,48.8,500862,49.1,50.9,167055,51.0,49.0,256339,49.4,50.6,77468,43.6,56.4,37.2,380072,0.6,0.3,59142,48722,18.4,2012
45060,"Syracuse, NY Metro Area",660934,48.8,51.2,39.0,146380,51.6,48.4,514554,48.0,52.0,155121,49.8,50.2,263783,48.8,51.2,95650,43.1,56.9,39.5,396580,1.5,0.7,61393,46338,15.3,2012
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2842878,48.5,51.5,41.8,588072,51.3,48.7,2254806,47.8,52.2,596339,49.5,50.5,1147371,48.5,51.5,511096,44.1,55.9,33.3,1832947,2.7,0.8,61150,43694,16.4,2012
45780,"Toledo, OH Metro Area",650050,48.7,51.3,38.1,147289,51.5,48.5,502761,47.9,52.1,156653,49.4,50.6,253260,48.8,51.2,92848,43.0,57.0,37.0,384272,1.8,0.5,58821,41383,19.9,2012
46060,"Tucson, AZ Metro Area",992394,49.3,50.7,38.0,222402,51.3,48.7,769992,48.7,51.3,236903,51.0,49.0,368849,48.9,51.1,164240,45.0,55.0,35.8,595927,3.1,0.6,56521,41051,20.0,2012
46140,"Tulsa, OK Metro Area",951514,49.1,50.9,36.9,239414,51.4,48.6,712100,48.3,51.7,214878,50.0,50.0,368141,48.9,51.1,129081,43.6,56.4,30.9,561140,2.7,0.3,59780,40464,15.1,2012
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1693567,49.1,50.9,35.2,388210,50.9,49.1,1305357,48.6,51.4,453674,52.3,47.7,644841,48.0,52.0,206842,42.5,57.5,37.2,967558,3.9,0.6,58538,43214,13.1,2012
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5804333,48.7,51.3,36.1,1356583,51.1,48.9,4447750,48.0,52.0,1442526,49.6,50.4,2388516,48.3,51.7,616708,43.3,56.7,38.7,3460057,4.2,1.2,88282,67744,8.4,2012
48620,"Wichita, KS Metro Area",628242,49.5,50.5,35.3,166668,50.7,49.3,461574,49.0,51.0,144883,51.1,48.9,237171,49.5,50.5,79520,43.8,56.2,31.8,357756,2.3,0.4,57685,40348,15.1,2012
49340,"Worcester, MA Metro Area",806163,49.3,50.7,39.7,182968,51.3,48.7,623195,48.8,51.2,175160,50.8,49.2,340017,49.5,50.5,108018,43.0,57.0,36.8,495210,1.3,0.5,72644,54032,11.8,2012
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",558206,48.8,51.2,43.5,117637,51.9,48.1,440569,48.0,52.0,106916,51.2,48.8,229716,49.0,51.0,103937,42.4,57.6,33.6,363406,2.0,0.2,50950,37903,17.3,2012
1,Alabama,4833722,48.4,51.6,38.3,1109891,50.9,49.1,3723831,47.7,52.3,1111157,50.0,50.0,1891136,48.2,51.8,721538,42.8,57.2,33.4,2920514,2.2,0.3,57671,39954,18.7,2013
2,Alaska,735132,52.6,47.4,33.1,188366,51.7,48.3,546766,52.8,47.2,198115,54.8,45.2,283067,52.2,47.8,65584,49.8,50.2,39.2,401951,4.7,1.0,68223,50507,9.3,2013
4,Arizona,6626624,49.8,50.2,36.8,1615962,51.1,48.9,5010662,49.3,50.7,1546865,51.6,48.4,2445073,49.3,50.7,1018724,46.0,54.0,36.5,3904448,3.6,0.7,60403,45417,18.6,2013
5,Arkansas,2959373,49.4,50.6,37.8,711622,52.1,47.9,2247751,48.5,51.5,671101,50.8,49.2,1123108,48.9,51.1,453542,44.2,55.8,31.1,1768874,2.4,0.3,53415,38036,19.7,2013
6,California,38332521,49.8,50.2,35.7,9174184,51.2,48.8,29158337,49.3,50.7,9593677,51.6,48.4,14770552,49.5,50.5,4794108,44.1,55.9,40.5,22310085,1.3,0.8,71101,55465,16.8,2013
8,Colorado,5268367,50.2,49.8,36.4,1241325,51.1,48.9,4027042,49.9,50.1,1289467,52.0,48.0,2092632,50.2,49.8,644943,45.0,55.0,35.3,3124728,4.0,0.7,69251,50063,13.0,2013
9,Connecticut,3596080,48.7,51.3,40.5,785342,50.9,49.1,2810738,48.1,51.9,784572,50.8,49.2,1481660,48.6,51.4,544506,42.8,57.2,37.4,2242761,2.5,0.6,89577,59687,10.7,2013
10,Delaware,925749,48.4,51.6,39.1,203688,50.7,49.3,722061,47.7,52.3,211370,49.9,50.1,363746,47.8,52.2,146945,44.4,55.6,36.1,568649,4.0,0.5,63612,51769,12.4,2013
11,District of Columbia,646449,47.4,52.6,33.8,111532,50.2,49.8,534917,46.8,53.2,226649,46.5,53.5,234307,48.9,51.1,73961,40.8,59.2,56.4,376850,7.3,1.7,98171,75313,18.9,2013
12,Florida,19552860,48.9,51.1,41.5,4028730,51.3,48.7,15524130,48.3,51.7,4232520,50.9,49.1,7647327,48.5,51.5,3644283,44.8,55.2,35.1,12487412,2.7,0.9,58241,42623,17.0,2013
13,Georgia,9992167,48.8,51.2,35.9,2490381,51.1,48.9,7501786,48.1,51.9,2376774,50.2,49.8,3934239,48.3,51.7,1190773,43.1,56.9,36.9,5802010,2.8,0.6,61781,44615,19.0,2013
15,Hawaii,1404054,50.6,49.4,38.1,307226,51.7,48.3,1096828,50.3,49.7,341092,54.2,45.8,535628,50.3,49.7,220108,44.5,55.5,37.5,853017,4.2,1.1,59713,47313,10.8,2013
16,Idaho,1612136,50.3,49.7,35.7,426854,52.1,47.9,1185282,49.6,50.4,366036,51.0,49.0,596142,49.9,50.1,223104,46.7,53.3,29.8,924381,3.9,0.5,55150,38016,15.6,2013
